is_female,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,sleep_hours,target
0,4.59,81.6,40.14,92.02,51.63,89.45,7.54,662.085
0,1.17,52.27,48.23,53.31,52.72,33.8,5.6,500.325
0,7.95,43.51,44.31,53.45,58.71,99.86,8.4,57.11
0,2.54,72.76,54.9,83.57,62.79,28.01,5.9,63.926
1,1.4,82.02,35.21,35.09,38.65,31.95,7.19,40.739
1,6.88,99.9,89.97,47.94,31.22,69.95,07.08,57.891
1,7.97,61.52,90.21,70.64,94.34,24.5,6.11,7.732
0,8.32,93.78,58.91,56.5,54.72,89.99,4.92,63.436
1,5.44,62.92,72.85,95.55,37.12,19.89,6.96,5.973
1,2.85,81.36,74.94,96.89,83.14,98.5,5.88,8.629
0,7.64,75.9,82.45,62.69,50.65,88.72,5.9,66.352
0,7.3,43.18,66.45,65.43,42.72,85.57,6.46,574.745
1,3.22,44.7,65.72,79.35,97.38,46.65,7.39,761.995
0,9.13,41.25,74.19,59.29,94.44,56.23,7.65,7.246
0,1.94,62.25,79.21,39.26,37.4,51.07,6.14,5.7
0,9.84,84.75,54.27,81.02,92.95,98.87,4.6,820.035
0,8.74,50.37,53.13,80.33,92.36,13.13,7.96,693.845
1,7.19,76.35,48.88,43.37,74.41,44.35,7.35,58.732
0,9.45,57.33,68.42,87.47,67.08,97.15,8.0,744.775
0,7.5,87.82,55.21,71.02,45.22,43.25,5.58,57.730
0,2.71,87.9,67.82,42.72,38.5,45.85,8.55,51.094
0,4.98,86.52,58.42,73.9,72.45,66.82,5.31,708.505
0,1.64,71.49,88.57,42.52,87.54,91.65,5.45,7.529
0,4.51,57.07,35.12,44.89,78.21,36.51,6.68,54.978
0,7.67,88.57,70.05,88.6,42.66,95.28,8.99,69.476
0,4.48,51.17,70.29,94.71,50.3,35.43,05.01,640.005
1,3.97,57.39,56.86,44.27,68.25,83.39,8.19,60.405
0,6.36,51.04,59.47,94.6,73.75,34.83,04.01,699.435
1,8.85,80.45,86.01,42.91,35.06,16.57,5.19,499.025
0,1.43,81.17,49.65,33.8,72.98,83.11,5.73,60.351
0,4.47,79.15,91.0,29.37,81.54,50.51,7.24,6.704
0,2.42,64.94,92.74,43.16,42.7,45.17,4.57,55.294
0,7.26,46.01,75.54,53.89,47.24,48.69,4.64,545.845
1,1.95,94.67,84.1,94.57,48.12,65.04,4.73,732.755
0,6.98,70.46,72.91,43.16,95.79,33.64,7.31,693.085
0,3.58,64.42,66.77,52.41,58.49,31.35,4.57,56.504
1,2.79,75.33,97.67,80.06,67.14,53.51,5.99,75.932
1,9.43,51.57,49.79,47.66,80.7,13.21,4.78,5.659
0,1.17,47.95,40.79,76.33,56.0,67.86,5.91,58.421
1,4.94,64.33,50.12,57.41,37.39,84.06,7.57,52.302
1,1.19,53.63,73.02,39.73,75.8,75.47,5.39,6.397
1,5.35,54.66,42.96,80.05,76.71,52.24,07.09,66.143
0,5.51,93.55,93.62,27.03,48.24,60.89,5.24,578.095
0,3.89,71.85,58.77,46.93,32.47,12.36,7.69,43.272
0,2.19,69.01,89.5,51.71,76.57,92.11,7.89,7.373
1,4.39,81.37,47.45,59.37,79.24,60.23,5.55,662.265
0,07.05,97.09,51.92,75.99,31.82,38.48,4.12,540.755
1,08.04,46.73,34.15,59.46,78.52,36.42,4.65,57.492
0,5.78,90.01,48.04,69.57,95.72,69.37,6.45,764.405
0,6.31,75.04,64.32,69.68,42.51,62.59,5.91,589.255
1,2.81,48.77,96.23,53.0,66.49,26.91,5.73,633.355
0,3.59,57.83,57.22,95.05,78.77,46.89,6.9,73.248
1,2.46,68.94,74.78,96.69,46.11,70.86,4.81,69.247
1,3.24,81.47,59.94,68.64,82.61,36.79,6.28,698.875
0,03.02,54.56,33.28,30.38,90.77,55.83,05.02,570.595
1,5.68,72.09,65.25,61.83,87.02,32.94,8.91,694.675
0,06.06,81.08,34.61,38.83,48.12,16.45,4.24,43.224
0,9.5,66.92,91.86,61.24,86.3,44.94,04.08,7.507
1,2.76,91.78,82.71,39.14,58.93,75.89,6.82,637.195
0,6.78,92.17,56.51,77.79,48.65,29.25,4.31,59.919
1,8.36,68.24,74.82,31.03,41.76,77.91,08.05,519.525
0,06.04,98.38,37.84,96.5,93.63,70.25,8.1,8.132
0,3.3,44.54,79.18,39.65,59.88,55.66,6.16,567.265
0,3.36,40.2,87.59,74.55,90.6,97.43,8.19,8.162
0,1.35,62.84,87.52,93.77,41.17,89.51,7.7,7.59
0,3.75,76.07,49.9,43.59,83.69,60.69,4.68,63.845
1,7.7,77.75,48.46,95.07,37.7,60.2,8.3,604.495
1,1.43,68.59,66.5,54.15,31.23,35.0,8.37,48.127
1,2.97,47.49,97.74,97.04,99.65,92.82,5.61,927.165
1,7.36,50.23,94.44,97.85,35.15,90.63,7.87,6.973
1,08.04,91.13,55.17,39.11,62.31,76.79,8.49,59.412
1,5.1,92.07,84.59,87.33,91.49,21.51,7.73,8.212
0,7.28,80.43,94.49,39.51,87.36,73.33,4.47,747.275
0,4.49,79.85,48.26,41.98,62.98,32.78,4.47,53.452
1,2.44,75.86,88.12,31.31,72.76,26.99,8.91,612.025
1,4.58,52.18,48.75,36.74,74.08,78.33,6.71,57.914
0,6.22,65.7,54.03,72.42,37.69,96.38,7.22,583.105
0,9.53,81.75,43.92,58.69,49.94,19.8,8.56,5.109
0,1.62,72.24,65.5,84.32,51.07,24.76,04.04,6.175
1,5.57,41.11,89.03,49.9,56.47,29.73,6.13,5.712
1,3.96,97.21,66.96,97.65,49.17,96.66,6.83,7.440
1,5.57,90.69,38.64,28.74,47.6,72.68,04.01,47.910
0,1.22,55.63,47.62,29.72,54.83,71.05,7.12,488.125
0,3.82,76.99,69.4,77.6,56.55,55.45,8.25,663.165
1,8.38,95.39,70.82,91.57,64.11,58.38,4.27,74.872
1,5.99,45.76,70.38,84.66,42.15,36.12,08.02,581.815
0,05.06,70.18,35.39,61.74,85.18,23.91,8.89,61.735
0,3.57,67.37,82.76,45.22,90.25,80.22,8.6,742.035
0,3.68,64.61,93.66,26.01,47.37,52.36,6.69,53.510
0,4.45,90.14,65.74,63.21,38.63,33.04,8.3,54.789
1,8.52,62.84,80.32,60.67,80.56,66.95,7.85,7.240
0,9.7,43.82,93.98,50.82,94.7,28.85,08.09,7.191
0,4.95,43.95,74.98,68.36,32.46,53.99,5.99,53.241
0,4.54,42.56,77.2,79.66,31.01,27.12,6.38,53.176
1,8.62,64.55,80.5,77.57,42.84,78.37,5.2,6.477
1,4.84,83.1,48.24,44.74,77.94,38.87,4.26,60.309
0,5.97,52.22,70.79,68.9,97.53,49.75,6.99,7.571
0,03.08,78.79,88.95,36.16,82.53,77.94,5.55,7.138
0,7.69,81.23,50.73,34.12,70.11,69.36,6.51,582.735
1,5.79,55.31,92.8,83.94,79.04,45.97,8.81,77.337
1,8.28,76.03,73.43,77.03,46.15,16.39,4.32,5.933
1,08.03,81.09,59.62,82.59,78.2,92.94,8.37,773.445
0,2.94,68.0,73.62,36.43,52.5,10.71,4.43,500.775
1,7.44,60.2,58.13,93.6,45.57,76.11,7.27,646.065
0,8.2,77.15,88.66,34.98,46.56,95.09,5.72,59.997
0,4.11,98.67,63.76,90.25,76.75,37.6,4.5,75.804
0,2.55,65.61,93.08,51.43,83.71,16.79,7.78,69.012
1,01.02,63.5,65.69,32.91,70.73,32.46,7.49,55.717
0,05.06,67.86,76.23,46.51,34.47,38.21,7.2,49.545
1,4.17,44.57,99.84,38.61,32.66,50.62,8.82,505.705
1,5.99,73.19,40.29,61.8,45.2,57.27,4.12,5.237
0,2.69,59.72,81.57,96.23,50.05,75.28,6.17,71.389
0,8.74,47.29,39.72,49.59,58.34,91.08,6.81,545.975
1,3.32,67.98,88.72,70.91,35.32,51.83,5.79,598.145
0,03.04,40.2,71.75,91.88,80.76,77.17,7.35,77.323
1,5.33,64.11,95.67,72.26,79.8,21.45,8.5,7.368
0,5.49,46.34,90.62,52.16,54.27,39.59,7.48,5.875
1,2.94,41.46,35.24,99.31,69.41,20.63,6.85,62.378
1,3.45,89.47,39.61,39.06,37.06,72.26,7.69,46.831
1,2.53,94.97,72.08,64.24,59.07,91.69,4.55,6.981
1,7.47,52.46,66.28,84.75,90.03,90.02,7.15,8.20
0,7.93,72.36,41.8,25.05,76.24,39.38,06.04,52.480
0,5.16,56.68,39.06,77.65,37.28,31.08,5.59,490.485
1,7.43,69.61,69.48,44.99,89.33,34.66,6.54,66.836
1,7.62,66.2,33.42,37.73,77.65,35.86,08.02,53.5
0,2.24,56.14,91.16,45.56,61.71,17.4,06.06,585.745
0,9.7,82.02,86.5,97.51,78.45,22.0,7.51,79.537
0,8.39,47.59,84.98,91.9,42.1,29.3,6.94,62.395
0,2.84,43.18,31.12,41.03,68.53,10.74,8.58,45.858
0,2.68,86.06,33.33,33.78,73.25,14.25,6.22,507.795
0,2.13,79.96,68.49,52.31,94.94,72.87,8.1,752.875
1,2.25,69.91,99.61,69.43,34.68,65.74,8.21,62.982
0,7.73,68.07,53.96,90.04,56.23,95.09,6.32,692.985
0,5.23,69.84,54.11,97.46,95.58,46.16,6.44,8.23
1,08.05,66.22,39.4,81.34,45.21,49.99,5.67,556.595
0,7.72,63.57,77.2,69.93,86.92,16.1,6.48,713.115
0,6.44,69.98,75.27,35.67,30.11,23.7,5.25,43.878
0,7.18,71.71,37.09,30.55,31.81,72.24,8.29,40.583
0,1.17,81.51,62.72,69.7,52.93,31.15,5.25,5.976
0,3.81,82.67,76.7,65.43,83.8,79.59,5.29,772.535
1,6.74,62.66,64.55,88.46,37.29,73.51,8.48,6.169
0,01.08,64.81,77.21,49.2,56.8,77.25,6.66,61.828
1,1.3,62.42,87.14,27.98,39.2,72.15,4.53,5.160
1,8.67,72.19,78.01,56.78,45.65,73.69,5.73,60.362
0,7.16,67.2,73.13,97.69,65.21,59.21,7.53,7.451
1,3.39,93.38,89.75,84.67,52.34,71.04,06.03,7.387
0,7.19,81.78,93.04,27.53,44.83,57.36,6.12,55.095
1,8.13,93.92,57.22,90.6,57.54,28.55,6.49,66.48
1,3.76,82.55,42.13,60.38,79.07,29.58,5.11,624.085
0,1.32,98.26,87.25,52.36,38.36,46.48,6.12,5.843
0,9.4,78.14,44.96,51.01,63.57,11.25,05.08,52.933
0,4.11,97.81,95.03,69.64,49.23,90.04,5.75,724.315
0,1.96,49.49,31.6,64.79,56.5,34.14,6.66,506.555
0,5.43,43.15,94.49,74.25,87.51,14.64,7.47,73.868
1,7.92,74.75,71.24,68.02,95.08,48.2,7.17,76.826
1,2.99,99.01,84.23,35.8,47.01,83.4,6.88,60.490
1,3.43,65.06,57.89,44.29,74.1,45.76,6.98,596.675
1,3.18,52.72,99.42,88.08,77.37,33.64,6.55,776.195
1,9.93,71.29,45.93,74.74,88.97,59.04,07.07,720.435
1,2.78,78.93,48.5,58.63,92.93,61.69,5.88,7.94
1,6.18,58.91,33.6,38.7,62.76,78.33,8.5,52.085
0,9.33,82.89,95.83,25.58,98.78,81.98,6.95,76.621
0,2.32,98.51,61.92,48.39,97.96,73.56,8.68,7.597
1,9.74,93.82,77.24,29.11,65.45,10.41,06.02,5.605
1,9.53,57.5,78.12,61.17,67.94,10.19,5.97,61.464
0,8.96,59.6,91.22,86.64,76.74,97.97,8.83,8.251
0,2.93,62.29,76.54,46.4,56.17,33.78,7.65,56.174
0,6.71,63.67,69.34,88.58,76.34,35.41,6.59,7.264
0,7.85,46.02,79.72,77.84,66.0,75.9,7.59,7.69
1,9.87,85.72,82.57,34.39,32.48,62.34,5.98,51.285
0,2.62,61.92,43.01,73.34,89.69,51.72,7.79,696.925
1,7.89,92.79,37.68,36.38,95.83,20.48,05.05,614.985
1,04.05,95.62,35.24,74.11,31.84,17.33,8.75,480.145
1,2.58,41.47,56.18,35.7,85.25,73.33,6.3,614.785
0,4.79,99.31,64.86,54.44,57.01,21.21,4.46,58.587
0,8.14,82.6,73.1,67.49,70.99,49.22,8.23,69.521
1,5.18,71.22,97.06,28.78,65.0,76.25,8.47,64.104
1,5.84,63.37,53.16,36.5,68.59,93.09,7.65,59.409
1,9.96,71.11,83.26,49.03,64.66,88.62,7.15,675.135
0,4.59,59.48,67.2,59.67,89.74,87.76,8.64,744.905
1,6.54,77.36,45.41,89.39,77.85,42.26,7.11,70.639
0,4.29,45.58,73.07,39.05,58.88,93.45,7.96,58.887
1,4.54,77.27,97.7,51.06,78.2,71.53,6.36,7.455
1,7.26,56.52,38.7,60.68,97.55,89.78,7.64,7.168
1,9.44,41.06,65.51,47.18,35.62,18.0,8.99,43.27
0,5.88,73.16,33.61,71.93,57.17,13.56,5.91,53.386
0,7.92,74.71,52.49,44.25,90.93,48.67,7.6,65.724
1,1.8,65.59,73.44,82.93,81.73,84.52,4.74,79.037
0,2.9,44.34,88.87,62.89,95.45,46.77,7.18,76.015
1,5.52,93.6,81.12,31.47,32.79,89.62,5.61,53.89
0,1.18,76.69,62.4,72.02,90.39,31.13,8.33,729.035
0,3.28,46.94,93.65,67.69,85.43,13.54,5.8,71.601
0,5.66,70.66,51.19,50.39,87.05,78.52,6.23,68.221
1,1.13,69.84,82.78,25.84,71.81,66.36,8.9,6.176
0,3.38,43.62,63.18,40.05,33.63,49.61,05.08,43.742
0,5.63,76.41,92.9,55.43,67.74,86.07,6.82,7.239
1,6.16,88.5,85.82,39.99,58.54,84.18,8.32,649.185
1,9.33,84.94,93.1,68.31,66.89,39.21,5.57,71.524
1,6.81,52.18,45.0,78.42,81.82,85.42,04.08,71.002
1,4.73,91.74,76.77,89.2,71.72,41.06,8.48,76.036
0,9.37,60.55,81.69,73.52,50.48,65.97,7.1,6.503
0,08.06,96.79,81.97,76.68,71.97,27.32,5.15,731.645
0,2.8,44.3,65.28,70.63,35.82,33.78,5.38,510.585
0,2.18,69.17,30.79,98.91,30.38,50.31,8.0,534.665
0,07.08,75.83,48.3,44.58,58.11,38.31,7.21,52.557
1,06.04,54.86,52.63,44.97,83.0,21.62,7.66,58.466
0,8.11,86.28,89.64,34.48,87.58,53.41,6.89,71.17
0,7.65,77.61,88.86,61.43,68.49,56.02,7.95,70.464
0,6.63,41.09,37.33,32.21,90.76,24.28,8.11,5.382
1,9.88,76.5,96.49,45.26,38.81,25.69,5.93,544.155
1,5.8,69.49,42.77,61.2,97.49,12.64,8.5,661.885
0,02.02,51.76,59.01,96.82,94.52,12.73,6.53,75.538
1,8.45,99.74,45.06,97.29,71.95,42.28,4.8,7.271
1,3.27,93.83,90.22,80.78,34.11,23.2,05.09,61.880
1,8.0,57.55,82.46,54.19,61.79,92.72,7.67,66.693
1,9.61,72.46,54.75,89.89,42.55,27.95,5.89,58.356
1,7.27,58.99,77.73,90.66,73.99,15.94,5.31,7.160
1,6.36,86.53,42.91,93.26,43.3,46.38,07.02,6.34
1,5.14,95.82,56.76,73.0,63.73,27.32,7.91,6.422
0,4.28,61.53,56.4,40.13,44.39,15.56,4.55,4.455
0,4.18,88.34,46.66,31.83,42.73,77.75,6.25,4.885
1,6.73,69.9,91.34,93.61,47.35,60.14,7.86,71.247
0,7.76,63.79,77.52,29.17,32.04,15.13,8.52,41.902
0,7.11,96.31,49.6,47.19,80.13,52.12,04.07,64.606
1,2.79,70.62,46.95,61.52,51.47,13.49,7.28,51.195
0,5.45,68.04,31.26,26.65,78.87,41.89,6.99,5.151
1,8.12,80.35,54.26,93.02,75.74,42.7,6.59,7.292
1,5.28,55.67,66.87,46.53,34.63,84.07,4.8,51.101
1,5.83,59.49,49.44,27.14,51.84,76.18,7.71,48.384
0,7.94,95.92,79.03,99.52,69.68,90.72,5.96,83.738
0,6.95,80.71,58.82,48.35,94.29,22.65,5.17,6.718
0,4.68,89.6,52.14,90.76,58.09,58.04,8.25,682.135
0,09.06,56.27,95.73,59.01,65.34,11.82,5.54,635.765
1,2.46,72.63,48.4,74.73,82.51,84.3,4.99,72.934
1,9.96,98.28,57.88,43.08,86.23,42.99,5.56,666.535
0,02.07,59.12,56.76,62.72,94.63,16.24,4.91,676.885
1,1.13,49.63,46.88,44.32,64.8,39.22,7.89,52.20
1,09.01,70.65,45.22,96.33,43.57,35.82,4.91,59.22
0,3.2,63.27,51.17,29.57,83.51,78.94,7.58,61.076
1,7.57,49.57,90.5,45.6,38.79,21.4,4.81,501.735
0,8.3,93.31,83.7,91.98,59.28,60.02,5.13,75.816
1,8.73,99.44,77.67,61.0,73.97,81.45,5.71,747.625
0,9.92,74.11,62.0,70.01,78.43,76.56,8.75,7.242
1,3.65,86.48,65.54,73.88,81.31,94.23,8.57,781.075
1,7.39,91.54,48.7,30.32,43.55,10.06,4.43,42.722
0,02.04,82.06,35.2,26.33,98.72,41.84,5.68,605.645
0,4.66,42.65,53.17,95.34,42.49,43.26,5.73,579.315
0,8.63,49.46,64.69,45.36,36.73,13.0,05.06,4.337
0,4.31,44.26,34.01,53.52,76.48,83.55,6.18,5.973
1,6.32,40.59,36.18,76.16,93.7,72.0,7.74,70.33
1,5.53,58.36,48.41,42.72,69.16,57.53,4.5,56.157
0,6.81,63.54,55.7,79.98,71.68,46.45,7.36,6.722
1,9.76,54.46,57.53,59.37,67.69,90.59,5.3,64.545
0,1.5,43.88,38.25,89.25,32.99,33.8,7.21,49.277
0,6.17,71.79,45.81,45.89,77.69,40.11,7.41,59.16
1,8.77,56.4,48.32,40.29,55.07,95.74,7.64,54.224
1,5.33,87.76,34.73,87.38,95.5,15.82,8.31,72.574
0,1.71,40.48,52.83,49.47,43.08,80.26,8.5,500.855
0,06.04,90.55,35.06,55.89,51.15,74.63,7.8,55.405
0,3.99,97.29,79.24,84.53,65.34,91.17,6.41,786.955
1,2.39,82.97,57.02,72.67,63.41,18.15,4.22,61.876
1,8.64,84.02,52.87,58.13,58.02,97.34,8.69,635.495
1,5.69,96.01,38.86,43.74,52.01,12.6,07.01,47.771
1,9.4,52.54,45.86,82.32,40.3,40.39,6.67,53.15
0,8.25,99.67,46.29,38.53,87.46,17.63,5.2,612.315
0,7.24,86.41,98.96,94.62,61.41,14.61,7.42,750.425
0,01.05,83.59,88.47,36.27,70.11,96.82,8.97,69.341
0,4.85,61.67,31.07,85.37,68.26,74.77,5.65,6.509
0,2.78,72.75,73.18,56.82,70.28,55.51,8.0,66.265
0,9.2,79.24,47.91,38.95,79.34,19.74,5.46,5.698
1,2.57,77.22,37.31,55.18,74.06,57.34,6.44,60.634
1,3.57,82.3,79.39,41.62,49.17,38.8,05.07,55.602
0,5.65,44.94,39.21,35.2,68.76,34.44,6.56,48.646
0,3.37,61.34,61.06,42.94,47.12,65.63,6.3,52.136
1,2.89,66.04,74.25,90.05,71.22,81.18,4.19,770.115
1,6.39,55.64,68.81,32.95,60.24,49.89,5.91,53.636
1,1.8,50.36,98.43,97.94,32.76,54.4,4.31,66.113
1,1.52,48.34,85.0,25.37,81.38,68.63,6.25,635.225
0,4.35,61.98,84.19,74.37,49.23,21.22,8.9,60.981
0,7.49,69.61,54.89,89.24,94.41,84.57,5.46,8.174
0,5.99,43.78,30.59,95.05,49.64,85.32,6.58,6.16
0,4.81,96.79,81.41,35.8,99.76,58.69,4.65,75.696
0,06.09,85.91,99.98,77.37,62.41,26.88,4.77,72.461
1,4.29,83.85,58.41,33.05,31.85,55.07,5.78,44.983
0,9.43,50.37,98.99,51.45,35.34,19.53,6.45,520.195
1,1.49,76.23,39.92,79.89,35.75,78.7,7.51,55.962
0,07.06,71.78,50.76,50.95,33.94,38.0,6.28,457.465
0,09.02,98.95,41.95,48.5,48.75,38.0,4.12,512.725
0,8.23,84.86,63.26,33.7,52.72,95.05,5.35,57.519
0,2.66,74.55,85.79,29.98,37.79,47.97,4.12,50.131
0,3.66,91.05,53.85,33.65,60.67,81.06,8.59,57.628
1,7.45,49.31,93.44,90.66,55.57,67.34,4.15,7.246
1,1.76,40.91,68.14,25.84,74.54,38.46,4.25,5.411
1,8.31,81.41,62.58,76.96,43.71,21.14,5.49,5.730
0,7.47,45.9,85.09,82.65,93.98,81.8,7.16,833.435
0,7.57,46.93,37.1,67.59,66.12,78.63,5.79,600.155
1,1.9,84.68,84.16,79.81,73.66,25.22,4.31,7.355
0,7.46,56.23,47.01,73.92,32.77,32.42,8.18,48.216
0,7.12,77.72,49.66,59.17,69.14,78.96,7.5,645.915
1,8.48,95.04,71.96,53.7,55.77,98.53,5.98,666.935
0,1.37,58.99,93.14,95.6,94.69,85.93,7.38,901.615
1,1.21,53.03,70.49,97.9,92.0,71.57,5.37,8.323
0,4.36,46.39,75.43,73.85,74.64,92.39,6.64,735.505
1,2.34,47.83,84.36,39.8,83.75,35.67,8.4,644.845
0,06.03,43.73,48.15,58.59,75.12,10.87,4.54,56.29
0,9.26,45.26,87.91,62.24,31.19,38.89,8.23,524.735
1,4.52,65.92,59.26,81.85,79.22,97.47,7.94,763.805
0,8.6,59.25,42.3,75.08,42.4,89.38,8.75,5.693
0,1.0,82.39,54.51,63.61,77.78,14.53,6.57,6.371
1,2.52,92.21,47.23,76.03,30.74,55.18,5.37,53.951
0,1.27,87.09,46.01,26.8,51.76,17.11,5.77,44.438
1,3.95,71.84,49.78,83.25,66.18,81.01,7.2,692.165
0,9.17,46.15,42.67,40.87,53.32,43.54,4.7,463.825
0,1.87,82.59,76.74,74.23,78.58,92.08,5.76,788.755
0,6.46,61.77,70.6,33.55,66.59,14.9,7.63,53.481
0,05.06,45.14,75.39,33.58,97.18,76.06,6.87,69.606
1,9.45,90.55,54.06,27.67,55.05,45.94,4.31,50.646
0,2.1,60.29,83.88,93.27,80.53,34.14,6.48,77.722
1,2.91,53.09,39.07,70.34,88.51,56.57,6.62,6.734
0,1.27,92.29,69.98,52.15,47.75,53.69,7.5,58.344
0,4.91,94.13,49.28,84.08,82.79,41.39,04.05,7.340
0,3.5,60.34,66.93,71.96,57.53,68.4,6.14,6.438
0,8.83,61.29,52.65,71.51,39.01,69.52,8.43,55.141
1,6.44,74.78,85.34,61.53,30.26,16.94,4.13,5.221
1,6.53,84.01,92.39,25.59,82.06,63.59,7.36,6.835
1,5.79,43.79,81.98,44.38,43.04,73.97,5.12,54.330
1,1.83,75.6,42.29,33.18,33.58,16.83,5.94,37.749
0,05.01,97.17,49.24,74.68,64.8,69.32,8.42,67.847
1,10.0,55.73,94.36,43.65,54.27,82.36,5.81,62.588
1,8.52,94.53,60.61,58.76,78.43,84.87,6.73,722.025
0,09.04,97.01,95.88,51.51,37.52,13.75,4.45,562.615
0,8.41,56.15,57.47,35.74,39.29,72.77,5.62,47.72
0,1.93,85.25,96.62,96.88,58.29,81.73,4.71,806.435
0,03.05,54.33,94.8,95.01,66.43,45.71,6.81,7.596
1,01.03,84.26,76.24,31.35,87.69,58.86,6.3,68.089
1,3.73,87.85,30.62,87.05,70.99,33.86,5.32,64.904
0,1.98,54.83,58.02,61.63,93.18,37.92,9.0,688.995
0,5.26,82.95,93.79,83.03,45.24,55.15,4.77,6.915
0,07.09,88.73,91.96,36.34,71.74,23.6,8.13,63.819
1,8.87,61.51,43.12,34.92,75.87,43.35,4.18,5.439
1,7.74,50.06,57.94,91.81,80.81,37.13,8.23,7.154
0,9.45,45.52,88.49,92.34,99.21,31.44,6.38,832.025
0,1.49,74.52,70.45,59.94,62.76,53.55,8.14,63.848
1,1.11,98.69,89.31,90.26,55.85,85.48,7.74,7.839
0,6.95,89.38,87.86,75.06,89.65,31.8,6.86,7.983
0,3.6,66.15,93.52,38.88,42.38,69.38,5.86,56.81
1,3.28,72.2,38.21,49.67,32.59,32.88,7.33,41.974
0,3.98,56.77,40.17,35.2,61.05,22.79,8.16,4.615
1,3.43,49.78,35.8,83.05,47.3,94.9,6.52,589.455
0,5.6,68.92,95.47,98.89,57.76,66.99,06.07,7.762
0,4.96,67.81,63.26,65.98,99.03,19.41,4.71,7.252
1,5.61,71.32,34.5,74.19,54.39,66.94,8.48,58.309
1,07.05,97.17,52.51,80.96,79.56,25.87,5.34,70.892
0,4.48,76.23,54.6,41.82,47.53,89.9,4.62,5.462
1,3.26,76.35,86.67,50.2,51.24,32.27,4.33,58.68
0,2.5,47.68,81.48,55.92,47.02,82.61,7.75,5.976
0,4.15,99.79,78.26,69.59,70.05,27.93,7.37,70.339
1,7.68,86.37,31.53,88.79,45.83,60.25,4.6,59.205
0,7.81,92.63,93.75,44.07,80.29,92.11,6.65,76.343
0,7.0,64.86,45.09,60.32,77.62,36.64,4.76,61.415
1,3.11,70.13,74.03,81.37,59.49,17.33,5.92,64.716
1,6.29,71.33,34.33,31.55,31.79,59.73,7.91,38.986
0,6.14,51.65,35.71,63.47,31.59,25.51,5.14,41.782
1,5.36,81.37,30.67,35.83,67.3,75.55,4.14,54.338
1,5.95,94.18,69.61,65.44,88.74,63.17,4.97,77.076
1,5.43,49.82,74.06,82.59,71.92,41.17,6.0,697.305
1,06.09,45.18,33.53,42.77,60.5,73.51,5.21,50.442
0,7.44,84.29,50.33,88.71,91.75,31.47,7.61,75.932
0,1.99,56.39,89.6,50.11,43.79,92.53,7.95,60.666
0,7.75,77.43,37.09,39.31,55.16,41.22,5.2,484.165
1,2.22,81.75,45.16,59.9,69.57,78.67,5.34,643.985
1,1.6,59.31,59.71,90.71,50.42,33.27,6.8,615.245
1,9.78,88.91,88.96,30.17,99.84,74.33,7.76,766.025
1,9.61,73.0,47.84,49.57,61.66,12.84,8.8,521.255
1,1.54,92.14,99.8,73.99,33.62,36.6,5.5,6.309
1,4.99,85.8,54.87,51.82,42.33,18.36,8.56,491.605
1,2.68,92.11,57.05,30.31,67.27,50.61,4.91,56.803
0,5.37,41.21,38.55,49.9,68.5,49.16,4.21,53.196
0,8.47,54.61,77.61,86.57,98.89,42.31,7.96,8.146
1,9.56,45.4,47.04,97.6,72.0,98.31,6.39,73.379
1,6.71,66.52,74.02,27.98,76.66,31.97,4.38,58.479
1,4.19,93.4,45.62,67.7,44.96,81.19,4.36,59.244
0,6.43,68.05,57.15,32.9,37.48,50.27,04.07,44.605
0,3.81,90.98,89.97,76.03,72.14,40.13,5.53,753.615
1,9.19,59.63,81.72,25.59,90.54,28.31,7.68,63.224
1,8.83,60.37,40.82,26.11,71.12,67.01,7.33,523.215
0,06.02,93.73,72.54,83.27,60.99,40.03,9.0,70.048
0,3.92,65.55,74.0,30.58,70.47,83.16,6.97,619.805
0,3.64,87.39,36.34,47.89,62.81,97.16,4.55,59.679
0,1.3,54.2,62.61,96.85,39.93,30.44,8.89,5.917
1,8.34,96.93,48.25,98.89,81.88,21.58,7.46,748.815
0,05.05,74.47,62.7,37.11,67.31,38.4,5.87,5.666
0,3.93,85.56,84.39,67.07,57.95,52.04,5.23,67.688
1,5.24,45.37,41.08,66.94,69.17,37.09,5.11,574.065
0,8.37,69.56,38.63,58.93,46.89,97.34,8.78,5.556
0,2.12,94.06,48.85,94.35,59.96,80.13,6.1,717.625
0,8.72,92.62,96.66,81.55,73.57,96.95,6.43,8.442
1,09.08,42.81,82.35,82.34,45.83,43.59,8.18,617.355
0,9.52,58.22,31.36,45.22,82.43,37.42,8.82,55.991
1,4.58,66.6,58.07,57.57,66.47,46.66,04.02,60.596
1,2.95,50.34,48.02,61.56,90.32,57.06,8.95,67.346
0,4.36,83.8,74.67,47.42,89.31,76.74,4.38,7.410
0,4.0,51.07,62.15,32.11,64.62,89.3,8.18,571.115
0,2.59,60.8,97.51,34.48,43.68,51.69,8.75,5.465
0,6.47,79.8,45.33,38.55,81.56,36.03,6.81,58.832
1,5.29,68.93,71.15,40.27,59.31,38.7,6.76,55.818
0,8.79,84.31,79.01,43.17,71.62,72.73,7.35,6.736
0,1.29,97.67,87.79,44.16,37.51,61.08,5.76,5.760
0,6.79,46.99,58.49,59.18,74.21,53.78,4.83,62.543
1,7.87,82.57,78.08,63.22,56.15,28.25,4.33,62.155
